,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.01758869685718326,0.014596101827919483
IntegratedGradients,0.01777687561498319,0.01560728345066309
GradientShap,0.016256094451260396,0.014440464787185192
GradCAM,0.02259099750666192,0.013873176649212837
FeaturePermutation,0.012210996835954493,0.008955433133602704
