,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.025619759836206953,0.019932620227336884
IntegratedGradients,0.02999138789716123,0.02299649454653263
GradientShap,0.02889337302009194,0.022654714062809944
GradCAM,0.01223793403415654,0.012427507899701595
FeaturePermutation,0.024655265913209455,0.016734581232554856
