,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.0264107448077168,0.022897396236658096
IntegratedGradients,0.02511006962495304,0.019478483125567436
GradientShap,0.022535944111134115,0.018070636317133904
GradCAM,0.005892519855358824,0.008914266712963581
FeaturePermutation,0.012252553130113279,0.012264703226447056
