,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.014258340201181743,0.014299668371677399
IntegratedGradients,0.008440600058226989,0.010322842746973038
GradientShap,0.008463022053417948,0.009608744643628597
GradCAM,0.022301793683413874,0.016247184947133064
FeaturePermutation,0.016017625538221884,0.013694165627840309
