,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.015202523284093767,0.013192784041166306
IntegratedGradients,0.010921421051487055,0.010851290076971054
GradientShap,0.008829179101387405,0.009960489347577095
GradCAM,0.016756757963475463,0.014268482103943825
FeaturePermutation,0.009612711689493314,0.01234775812401045
