,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.011181909585756364,0.010658702813088894
IntegratedGradients,0.006337608261233524,0.00718478299677372
GradientShap,0.006695084907589918,0.0067166551016271114
GradCAM,0.004864930985384485,0.008252267725765705
FeaturePermutation,0.003935920036835574,0.00917660349815435
