,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.3102788482334394,0.32990822196006775
IntegratedGradients,0.3132294137437599,0.2939998507499695
GradientShap,0.31461684937282075,0.29866188764572144
GradCAM,0.34673451590357646,0.3464786410331726
FeaturePermutation,0.2981833299977192,0.29404169964897564
