,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.009268745338392751,0.010964141227304935
IntegratedGradients,0.0048999265288630885,0.006918690633028746
GradientShap,0.005910269155174192,0.007343031000345945
GradCAM,0.01832294812664931,0.013350589200854301
FeaturePermutation,0.007414791149236611,0.007709350368372598
