,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.026010398432988115,0.021087443456053734
IntegratedGradients,0.016319428274223852,0.01586257293820381
GradientShap,0.01440610357817924,0.014994451776146889
GradCAM,0.00487306903180435,0.010570316575467587
FeaturePermutation,0.013186310273867782,0.009582772765162695
