,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.15807248163108475,0.14856988191604614
IntegratedGradients,0.11301005517195481,0.08739170432090759
GradientShap,0.11264146246407705,0.0886620506644249
GradCAM,0.1653185912630621,0.15547308325767517
FeaturePermutation,0.14091319637657398,0.13887321544203496
