,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.012794048941956309,0.011068616062402725
IntegratedGradients,0.00556439314500156,0.0065124244429171085
GradientShap,0.005285591232865447,0.005871959961950779
GradCAM,0.016227274382984165,0.012157273478806019
FeaturePermutation,0.006127735270063264,0.005948222132601997
