,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.01216889825725394,0.012392958626151085
IntegratedGradients,0.009839962461268009,0.010685138404369354
GradientShap,0.011105151293787313,0.011035905219614506
GradCAM,0.00858941579882666,0.009952489286661148
FeaturePermutation,0.011893679641318784,0.006877998674370318
