,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.011187873123635115,0.01194517221301794
IntegratedGradients,0.006910366413125819,0.009426407516002655
GradientShap,0.007242539739753695,0.009364684112370014
GradCAM,0.00354604380833875,0.007808810565620661
FeaturePermutation,0.010500323051276836,0.010049487172921874
