,RelevanceRankAccuracy,PositiveAttributionRatio
Saliency,0.34450603157191023,0.42985984683036804
IntegratedGradients,0.3495830981873152,0.44994547963142395
GradientShap,0.3481305351564231,0.4490796625614166
GradCAM,0.3731841756895189,0.358885258436203
FeaturePermutation,0.31676828855212746,0.3231875393199654
